,stop_id,stop_code,stop_name,stop_desc,lat,lng,zone_id,node_id
229,4340,64340,Miranda & Arastradero,,37.39941282,-122.1348246,1,65583019
230,4335,64335,Arastradero & Gunn High School,,37.3997328,-122.1325768,1,65583029
231,4389,64389,Arastradero & Gunn High School,,37.39981321,-122.1319516,1,521039514
232,4390,64390,Arastradero & Terman,,37.40355545,-122.12796809999999,1,65648803
233,4334,64334,Arastradero & Donald,,37.4039595,-122.1279156,1,65648803
234,509,60509,El Camino & Margarita,,37.41896768,-122.1338906,1,206351331
235,338,60338,El Camino & Matadero,,37.4189093,-122.1343608,1,65496228
236,508,60508,El Camino & Curtner,,37.41786592,-122.13175120000001,1,1088577001
237,339,60339,El Camino & Barron,,37.41775551,-122.1321688,1,1088577098
238,507,60507,El Camino & El Camino Way,,37.41610412,-122.1284426,1,206351313
239,340,60340,El Camino & Los Robles,,37.41609123,-122.128994,1,26068491
240,1550,61550,Middlefield & Moreno,,37.43412752,-122.1303716,1,257136091
241,1578,61578,Middlefield & Webster,,37.43401056,-122.1304096,1,257136091
242,1549,61549,Middlefield & Colorado,,37.43320103,-122.1289047,1,811564251
243,1579,61579,Middlefield & Colorado,,37.43277394,-122.12845120000001,1,65495741
244,1551,61551,Middlefield & California,,37.43745616,-122.1356662,1,65495727
245,1577,61577,Middlefield & California,,37.43737213,-122.13572250000001,1,65495727
246,540,60540,El Monte & Stonebrook,,37.35955801,-122.1221771,1,1297811639
247,5059,65059,Foothill College,,37.36239379,-122.12670259999999,1,1067401447
248,503,60503,El Camino & Tamarack,,37.40750638,-122.1207738,1,1737339538
249,344,60344,El Camino & Tamarack,,37.40636748,-122.120247,1,281617670
250,4391,64391,Arastradero & Suzanne,,37.40722372,-122.1254672,1,65653711
251,4333,64333,Arastradero & Coulombe,,37.40652189,-122.1261733,1,65498550
252,505,60505,El Camino & El Camino Way,,37.41248066,-122.1247913,1,360959501
253,342,60342,El Camino & Maybell,,37.41205052,-122.1248436,1,206350799
254,504,60504,El Camino & Charleston,,37.41116103,-122.12372520000001,1,1306315411
255,343,60343,El Camino & Arastradero,,37.40965755,-122.12291370000001,1,2565919534
256,341,60341,El Camino & Vista,,37.4141204,-122.12653059999998,1,206350806
257,4392,64392,Arastradero & El Camino,,37.41107035,-122.1224689,1,1306297069
258,4332,64332,Arastradero & El Camino,,37.40966438,-122.12397959999998,1,2565919538
259,4402,64402,Charleston & Ruthelma,,37.41316921,-122.1201352,1,65430438
260,4401,64401,Meadow & Waverly,,37.42091807,-122.12043590000002,1,65520248
261,4400,64400,Meadow & Ramona,,37.41882663,-122.12215990000001,1,257168031
262,4430,64430,Alma & Meadow,,37.41774738,-122.1229443,1,1041703144
263,4459,64459,Alma & Meadow,,37.4174484,-122.1228196,1,65441524
264,4371,64371,Meadow & Waverly,,37.421132,-122.120457,1,345060970
265,4372,64372,Meadow & Wilkie,,37.41589805,-122.124794,1,3037416981
266,4399,64399,Meadow & Wilkie,,37.41575932,-122.1247139,1,3037416981
267,5617,65617,Meadow & Ramona,,37.418829,-122.122317,1,2323169301
268,1581,61581,Middlefield & Loma Verde,,37.429295,-122.1230636,1,65495760
269,5618,65618,Loma Verde & Waverley,,37.426324,-122.126971,1,65608875
270,5619,65619,Waverley & El Verano,,37.424053,-122.12448899999998,1,65457627
271,5620,65620,Waverley & El Verano,,37.424145,-122.124449,1,65457627
272,5621,65621,Loma Verde & Waverley,,37.426308,-122.126902,1,65608875
273,1548,61548,Middlefield & Matadero,,37.43129885,-122.1258557,1,65451966
274,1580,61580,Middlefield & Matadero,,37.43130434,-122.1261562,1,65495754
275,1547,61547,Middlefield & Layne,,37.42981785,-122.12349579999999,1,2323160297
276,4243,64243,Louis & Amarillo,,37.43869035,-122.125165,1,65496754
277,4300,64300,Louis & Fielding,,37.43841969,-122.1249507,1,65496755
278,4301,64301,Louis & Colorado,,37.43687182,-122.1224966,1,65627439
279,4242,64242,Louis & Colorado,,37.43688358,-122.12230349999999,1,65496765
280,535,60535,El Monte & Bay Tree,,37.36520527,-122.11600449999999,1,65495841
281,542,60542,El Monte & Summerhill,,37.36583325,-122.1151419,1,420452094
282,536,60536,El Monte & Voorhees,,37.36304834,-122.11821850000001,1,430058657
283,541,60541,El Monte & Voorhees,,37.36329039,-122.117577,1,360468228
284,534,60534,El Monte & University,,37.36904192,-122.11233940000001,1,65503179
285,543,60543,El Monte & University,,37.36863314,-122.1124591,1,420451933
286,533,60533,San Antonio & Lyell,,37.375942,-122.114328,1,276838438
287,685,60685,San Antonio & Hillview,,37.3799419,-122.114076,1,65447928
288,531,60531,San Antonio & Hillview,,37.37968557,-122.1142771,1,518758606
289,532,60532,San Antonio & Whitney,,37.3778035,-122.1142935,1,1305526390
290,684,60684,San Antonio & Pepper,,37.37704092,-122.1140646,1,65438648
291,683,60683,San Antonio & Lyell,,37.37560609,-122.1141048,1,65595779
292,528,60528,San Antonio & Yerba Buena,,37.38755029,-122.11427959999999,1,272167581
293,688,60688,San Antonio & Yerba Buena,,37.38808689,-122.11404250000001,1,272167577
294,687,60687,San Antonio & Almond,,37.38527931,-122.1140493,1,272197385
